rownames,score,unemp,wage,tuition,education,gender_female,gender_male,ethnicity_afam,ethnicity_hispanic,ethnicity_other,fcollege_no,fcollege_yes,mcollege_no,mcollege_yes,home_no,home_yes,urban_no,urban_yes,income_high,income_low,region_other,region_west,target
2639,38.75,6.699999809265137,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
2640,54.5,6.699999809265137,9.760000228881836,0.4849900007247925,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
2641,61.779998779296875,4.800000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2642,45.61000061035156,4.800000190734863,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2643,43.220001220703125,4.800000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2644,56.7400016784668,4.800000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2645,56.91999816894531,4.800000190734863,10.510000228881836,0.8244799971580505,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2646,54.56999969482422,4.800000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,1
2647,53.65999984741211,4.800000190734863,10.510000228881836,0.8244799971580505,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2648,57.650001525878906,4.699999809265137,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2649,41.11000061035156,4.699999809265137,10.510000228881836,0.8244799971580505,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2650,50.529998779296875,4.699999809265137,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2651,53.689998626708984,4.699999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2652,37.56999969482422,4.699999809265137,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2653,56.209999084472656,4.699999809265137,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2654,50.9900016784668,4.699999809265137,10.510000228881836,0.8244799971580505,13,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
2655,49.849998474121094,1.399999976158142,9.289999961853027,0.7690500020980835,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2656,44.220001220703125,1.399999976158142,9.289999961853027,0.7690500020980835,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2657,53.7400016784668,1.399999976158142,9.289999961853027,0.7690500020980835,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2658,54.630001068115234,1.399999976158142,9.289999961853027,0.7690500020980835,15,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2659,47.59000015258789,1.399999976158142,9.289999961853027,0.7690500020980835,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2660,57.7400016784668,6.900000095367432,11.079999923706056,0.8937600255012512,14,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2661,58.02000045776367,6.900000095367432,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2662,48.20000076293945,6.900000095367432,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2663,67.9800033569336,6.900000095367432,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2664,51.20000076293945,6.900000095367432,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2665,60.45000076293945,6.900000095367432,11.079999923706056,0.8937600255012512,17,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2666,61.88999938964844,6.900000095367432,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2667,58.65999984741211,6.900000095367432,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
2668,53.52000045776367,6.900000095367432,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2669,60.79999923706055,6.900000095367432,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2670,55.150001525878906,6.900000095367432,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2671,60.2599983215332,6.900000095367432,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2672,51.459999084472656,4.099999904632568,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2673,52.61000061035156,4.099999904632568,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
2674,54.25,4.099999904632568,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2675,41.279998779296875,4.099999904632568,11.079999923706056,0.8937600255012512,14,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2676,46.75,4.099999904632568,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2677,46.22999954223633,4.099999904632568,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2678,42.47999954223633,4.099999904632568,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2679,49.66999816894531,3.0,9.729999542236328,0.7782899737358093,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2680,54.849998474121094,3.0,9.729999542236328,0.7782899737358093,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2681,55.75,3.0,9.729999542236328,0.7782899737358093,14,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
2682,40.529998779296875,3.0,9.729999542236328,0.7782899737358093,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2683,52.7400016784668,6.199999809265137,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2684,62.40999984741211,6.199999809265137,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2685,39.869998931884766,6.199999809265137,9.760000228881836,0.4849900007247925,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2686,47.33000183105469,6.199999809265137,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2687,54.97999954223633,6.199999809265137,9.760000228881836,0.4849900007247925,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2688,43.959999084472656,6.199999809265137,9.760000228881836,0.4849900007247925,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
2689,48.9900016784668,5.599999904632568,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2690,56.02000045776367,5.599999904632568,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2691,49.939998626708984,5.599999904632568,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2692,59.47999954223633,6.199999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2693,51.38999938964844,6.199999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2694,47.31999969482422,6.199999809265137,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,1
2695,47.529998779296875,6.199999809265137,10.510000228881836,0.8244799971580505,14,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2696,63.45000076293945,6.199999809265137,10.510000228881836,0.8244799971580505,14,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2697,51.310001373291016,6.199999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
2698,41.029998779296875,6.199999809265137,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2699,64.43000030517578,6.199999809265137,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2700,37.43000030517578,6.199999809265137,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2701,65.11000061035156,3.5,8.649999618530273,0.6847600340843201,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2702,48.63999938964844,3.5,8.649999618530273,0.6847600340843201,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2703,47.34000015258789,3.5,8.649999618530273,0.6847600340843201,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
2704,42.43000030517578,3.5,8.649999618530273,0.6847600340843201,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2705,46.29999923706055,3.5,8.649999618530273,0.6847600340843201,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2706,44.56999969482422,3.5,8.649999618530273,0.6847600340843201,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2707,61.77000045776367,3.5,8.649999618530273,0.6847600340843201,15,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2708,42.88999938964844,5.099999904632568,11.079999923706056,0.8937600255012512,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2709,45.18000030517578,5.099999904632568,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2710,51.45000076293945,5.099999904632568,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2711,38.43000030517578,5.099999904632568,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2712,47.119998931884766,5.099999904632568,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2713,39.56999969482422,5.099999904632568,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2714,51.15999984741211,5.900000095367432,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2715,58.189998626708984,5.900000095367432,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2716,49.81999969482422,5.900000095367432,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2717,39.209999084472656,5.900000095367432,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2718,58.16999816894531,5.900000095367432,11.079999923706056,0.8937600255012512,17,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2719,47.59000015258789,5.900000095367432,11.079999923706056,0.8937600255012512,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2720,33.970001220703125,5.900000095367432,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2721,56.40999984741211,5.900000095367432,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,1
2722,52.689998626708984,5.900000095367432,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2723,49.56999969482422,5.900000095367432,11.079999923706056,0.8937600255012512,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2724,55.38999938964844,5.900000095367432,11.079999923706056,0.8937600255012512,17,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,1
2725,66.37000274658203,4.699999809265137,9.729999542236328,0.7782899737358093,18,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2726,49.849998474121094,4.699999809265137,9.729999542236328,0.7782899737358093,15,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
2727,56.68000030517578,4.699999809265137,9.729999542236328,0.7782899737358093,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2728,59.2599983215332,4.699999809265137,9.729999542236328,0.7782899737358093,13,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,1
2729,41.439998626708984,4.699999809265137,9.729999542236328,0.7782899737358093,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2730,51.33000183105469,8.100000381469727,10.510000228881836,0.8244799971580505,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2731,41.290000915527344,8.100000381469727,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2732,47.52000045776367,8.100000381469727,10.510000228881836,0.8244799971580505,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2733,56.849998474121094,8.100000381469727,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2734,54.869998931884766,8.100000381469727,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2735,65.62000274658203,8.100000381469727,10.510000228881836,0.8244799971580505,15,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2736,55.68000030517578,8.100000381469727,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
2737,56.15999984741211,8.100000381469727,10.510000228881836,0.8244799971580505,14,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2738,41.279998779296875,8.100000381469727,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2739,50.43000030517578,8.100000381469727,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2740,34.689998626708984,8.100000381469727,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2741,61.43000030517578,3.5999999046325684,9.729999542236328,0.7782899737358093,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
2742,36.86000061035156,3.5999999046325684,9.729999542236328,0.7782899737358093,12,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0
2743,61.470001220703125,3.5999999046325684,9.729999542236328,0.7782899737358093,16,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
2744,59.209999084472656,3.5999999046325684,9.729999542236328,0.7782899737358093,16,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,0
2745,64.19000244140625,3.5999999046325684,9.729999542236328,0.7782899737358093,12,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
2746,67.9800033569336,3.5999999046325684,9.729999542236328,0.7782899737358093,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
2747,56.81999969482422,5.5,11.079999923706056,0.8937600255012512,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2748,51.0,5.5,11.079999923706056,0.8937600255012512,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2749,44.86000061035156,5.5,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2750,57.34000015258789,5.5,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2751,57.720001220703125,5.5,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2752,55.060001373291016,7.199999809265137,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2753,59.88999938964844,7.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,1
2754,55.689998626708984,7.199999809265137,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2755,55.65999984741211,7.199999809265137,11.079999923706056,0.8937600255012512,12,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,1
2756,43.7400016784668,7.199999809265137,11.079999923706056,0.8937600255012512,14,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,1
2757,52.130001068115234,5.300000190734863,10.510000228881836,0.8244799971580505,15,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2758,56.81999969482422,5.300000190734863,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2759,55.02000045776367,5.300000190734863,10.510000228881836,0.8244799971580505,16,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2760,55.25,5.300000190734863,10.510000228881836,0.8244799971580505,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2761,64.13999938964844,10.699999809265137,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
2762,38.810001373291016,10.699999809265137,10.510000228881836,0.8244799971580505,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2763,60.86000061035156,9.899999618530272,9.760000228881836,0.4849900007247925,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2764,54.90999984741211,9.899999618530272,9.760000228881836,0.4849900007247925,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2765,51.43000030517578,9.899999618530272,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2766,53.7599983215332,9.899999618530272,9.760000228881836,0.4849900007247925,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2767,59.43000030517578,9.899999618530272,9.760000228881836,0.4849900007247925,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2768,53.31999969482422,10.300000190734863,10.510000228881836,0.8244799971580505,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2769,56.939998626708984,10.300000190734863,10.510000228881836,0.8244799971580505,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2770,45.15999984741211,8.300000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
2771,48.97999954223633,8.300000190734863,10.510000228881836,0.8244799971580505,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2772,52.95000076293945,4.300000190734863,9.729999542236328,0.7782899737358093,14,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2773,42.150001525878906,4.300000190734863,9.729999542236328,0.7782899737358093,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2774,49.709999084472656,4.300000190734863,9.729999542236328,0.7782899737358093,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2775,52.540000915527344,4.300000190734863,9.729999542236328,0.7782899737358093,13,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2776,50.150001525878906,3.299999952316284,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2777,44.13999938964844,3.299999952316284,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2778,48.970001220703125,3.299999952316284,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2779,63.43000030517578,3.299999952316284,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,1
2780,64.62999725341797,3.299999952316284,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
2781,36.2400016784668,3.299999952316284,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2782,54.400001525878906,7.0,9.760000228881836,0.4849900007247925,13,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
2783,36.77000045776367,7.0,9.760000228881836,0.4849900007247925,14,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
2784,53.70000076293945,5.0,9.729999542236328,0.7782899737358093,16,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2785,50.689998626708984,5.0,9.729999542236328,0.7782899737358093,15,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
2786,60.279998779296875,5.0,9.729999542236328,0.7782899737358093,16,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2787,65.19000244140625,5.0,9.729999542236328,0.7782899737358093,17,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2788,63.29999923706055,5.0,9.729999542236328,0.7782899737358093,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2789,59.54999923706055,5.0,9.729999542236328,0.7782899737358093,14,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2790,49.689998626708984,5.0,9.729999542236328,0.7782899737358093,15,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
2791,56.599998474121094,7.699999809265137,11.079999923706056,0.8937600255012512,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2792,51.849998474121094,7.699999809265137,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2793,48.029998779296875,7.699999809265137,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2794,54.59000015258789,6.099999904632568,9.760000228881836,0.4849900007247925,12,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
2795,47.779998779296875,6.099999904632568,9.760000228881836,0.4849900007247925,13,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2796,60.5,6.099999904632568,9.760000228881836,0.4849900007247925,16,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,0
2797,60.869998931884766,6.099999904632568,9.760000228881836,0.4849900007247925,17,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2798,47.040000915527344,6.099999904632568,9.760000228881836,0.4849900007247925,12,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
2799,57.65999984741211,4.199999809265137,11.079999923706056,0.8937600255012512,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2800,62.900001525878906,4.199999809265137,11.079999923706056,0.8937600255012512,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2801,59.779998779296875,4.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2802,63.02000045776367,4.199999809265137,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2803,53.4900016784668,4.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2804,58.0,4.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2805,41.25,3.5999999046325684,9.289999961853027,0.7690500020980835,13,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,1
2806,62.54999923706055,3.5999999046325684,9.289999961853027,0.7690500020980835,13,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2807,60.83000183105469,3.5999999046325684,9.289999961853027,0.7690500020980835,16,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,1
2808,44.7400016784668,3.5999999046325684,9.289999961853027,0.7690500020980835,12,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
2809,44.959999084472656,3.5999999046325684,9.289999961853027,0.7690500020980835,12,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
2810,56.27000045776367,6.400000095367432,9.760000228881836,0.4849900007247925,13,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
2811,54.279998779296875,6.400000095367432,9.760000228881836,0.4849900007247925,14,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2812,67.98999786376953,6.199999809265137,11.079999923706056,0.8937600255012512,15,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2813,46.439998626708984,6.199999809265137,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
2814,60.290000915527344,6.199999809265137,11.079999923706056,0.8937600255012512,17,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
2815,56.02000045776367,6.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
2816,47.22999954223633,6.199999809265137,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
2817,53.939998626708984,6.5,11.079999923706056,0.8937600255012512,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
2818,47.869998931884766,6.5,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
2819,59.810001373291016,6.5,11.079999923706056,0.8937600255012512,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
2820,64.12999725341797,6.5,11.079999923706056,0.8937600255012512,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
2821,60.04999923706055,6.5,11.079999923706056,0.8937600255012512,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
2822,50.27000045776367,6.5,11.079999923706056,0.8937600255012512,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
2823,44.86000061035156,6.400000095367432,9.760000228881836,0.4849900007247925,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
2824,49.33000183105469,6.400000095367432,9.760000228881836,0.4849900007247925,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
2825,49.40999984741211,6.400000095367432,9.760000228881836,0.4849900007247925,13,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
2826,66.08000183105469,6.400000095367432,9.760000228881836,0.4849900007247925,14,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
2827,38.790000915527344,6.400000095367432,9.760000228881836,0.4849900007247925,15,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
